protocol,well_id,prefix_len,suffix_len,tvt_plus_z_std,tvt_plus_z_r2,tvt_plus_z_residual_sigma,tvt_minus_z_std,tvt_minus_z_r2,tvt_minus_z_residual_sigma,z_increases_with_md,z_std_prefix,tvt_std_prefix,z_over_tvt_scale,z_plane_r2,z_nonplanar_sigma_ft,z_nonplanarity_over_tvt_std,empirical_dtvt_dz,assumed_dtvt_dz,dtvt_dz_error,z_span_predicted_ft,z_step_from_anchor_ft,implied_z_coefficient_error_ft,convention_flatter,convention_r2_margin,xy_singular_ratio,along_span_ft,perp_span_ft,heading_deg,gram_lambda_perp,gram_lambda_along,ridge_shrinkage_perp,cross_track_dip_sigma,hidden_perp_lever_kft,unidentified_dip_tvt_ft,extrapolation_ratio,has_typewell,gr_missing_frac,md_step_ft,window_ft,tvt_rate_per_ft,dtvt_per_window,search_ft,typewell_span_ft,typewell_gr_wavelength_ft,typewell_step_ft,cycles_per_window,gr_gain_raw,gr_gain_clipped,gr_gain_applied,gr_gain_halves_ratio,prefix_gr_correlation,alignment_ok,alignment_failure_reason,dip_fit_r2,confidence_mean,confidence_p10,fallback_fraction,expected_gradient_mean,prefix_gradient_mean,observed_prefix_gradient,gradient_sign_agrees,gradient_ratio,track_move_max,typewell_clip_fraction,alignment_rmse,alignment_bias,alignment_bias_abs_share,dip_fallback_rmse,hold_last_rmse,truth_move_max
same_well_masked,tr00000,884,1529,1.084189068363681,0.9999955612634526,0.0022880888612963864,0.5548723805367609,0.9575530884652855,0.11451287917634774,False,0.8155741745135354,0.27661058039685393,2.9484561774297604,0.9950802324558484,0.05730254819154881,0.20715963976987684,0.32607980319503016,-1.0,1.32607980319503,4.2766329707089525,4.261398617884446,5.650954640539779,TVT-Z,0.04244247279816704,464.648118075541,882.9861223218181,2.0613980178960545,9.96364048678253,0.0005076842011852989,229.8740190573349,0.1969728421064282,0.1015490962259506,0.029823001931668675,0.0030284988929057326,1.7312223153392203,True,0.14865550481988837,1.0,201.0,0.006848075880398596,1.3764632519601179,12.0,279.75,70.0,0.5,0.019663760742287397,0.055017730391957724,True,0.2,2.2278089658400844,0.04975643882252001,True,,0.9999955612634526,0.5254481439190558,0.05973047453179576,0.15761935905820798,-0.0015968862079012284,-0.0008825262954521423,-0.001060541266827083,True,0.8321470583530199,2.6600000000000037,0.0,0.16902185928977004,0.03459091358524572,0.20465349115550358,0.013362467978495302,1.4944694922295392,2.432939118803848
same_well_masked,tr00001,3598,2150,0.11281505420613372,0.5171740525169803,0.07842300676049685,4.342734404427128,0.9956898245865772,0.28522781439571365,False,2.2126602683698318,2.1307672816858325,1.0384335668131748,0.9948142134099965,0.1594054588767722,0.07481129461996099,-0.9623740180625119,-1.0,0.03762598193748812,4.778064069047799,4.730019403830179,0.17797162465248262,TVT+Z,-0.47851577206959683,401.58193331922246,3596.747259208367,15.353865788702766,-17.06911294499803,0.07253655755016553,15518.078615929542,0.0013786151890492052,0.2911823312862867,0.04264687042950577,0.012418015153727691,0.597632996639553,True,0.0,1.0,201.0,0.006701665061529916,1.347034677367513,12.0,279.75,70.0,0.5,0.019243352533821614,0.5768354623766988,False,0.5768354623766988,2.2105360310894437,0.9399542727720709,True,,0.5171740525169803,0.9735752807281198,0.9603367264550681,0.0,0.0020706679205796715,0.0019155573876882752,0.0020438841962778223,True,0.9372142468622994,5.5,0.0,0.6423187622848837,0.48577668424950937,0.7562859950120152,0.5158353694798032,2.0523296654358574,3.500581623183109
same_well_masked,tr00002,2230,2369,0.4822915504037917,0.9997024832542541,0.008324490917709067,1.73697167846293,0.9826394370507316,0.22901659969725846,True,1.107191380110278,0.6316368604634381,1.752892285763565,0.9898210939654762,0.11178037740949136,0.1769693702287688,-0.5678536918321859,-1.0,0.4321463081678141,5.940025011379265,4.79984722437255,2.0742362577821267,TVT+Z,0.017063046203522503,727.1002136572029,2228.9738111575243,3.450276740471744,-164.46095151909358,0.002726663754543779,3693.9351961643447,0.03667485579523972,0.15941966465989446,0.015558617574336797,0.002480349596272313,1.0627122673421274,True,0.09156142365097589,1.0,201.0,0.006669192119157286,1.3405076159506144,12.0,279.75,70.0,0.5,0.01915010879929449,0.3885788111982452,False,0.3885788111982452,1.8651007282669319,0.8451783045472179,True,,0.9997024832542541,0.6668611839268214,0.0,0.22203461376108063,0.0008576594392340626,-0.0009037729289622287,-0.0009615570113351308,True,0.9399057136584461,4.0,0.0,0.39306496425654486,-0.051878611482586275,0.13198482744630033,0.20258392334554404,1.9395683124444991,3.1848131810497757
same_well_masked,tr00003,200,3207,0.16479764444665973,0.9999906898877714,0.0005066526781088165,0.5164852773660975,0.9384612055104634,0.12909645695368377,False,0.3386949589346987,0.1795644103595525,1.8862031638480568,0.9641501180115296,0.06461516872242257,0.35984396124510293,-0.522164259170864,-1.0,0.47783574082913605,15.086997879928091,15.08816506361756,7.209664530925985,TVT+Z,0.061529484377307986,1003.8649734574109,198.99954878999188,0.1804877835588057,-12.309887418966795,8.757295160144452e-07,2.6466907328184908,114.19050993634718,0.5414088478013074,0.05146079936372028,0.02786133209044605,16.112709649055954,True,0.14770629171992614,1.0,201.0,0.006820122791452832,1.3708446810820192,12.0,279.75,70.0,0.5,0.019583495444028844,0.014393747126136044,True,0.2,4.245307131696329,0.13175408180347914,True,,0.9999906898877714,0.7302301391101261,0.0,0.1817898347365139,0.001848927231009387,0.0024793618269231253,0.0029058934205218926,True,0.8532184316924593,6.999999999999999,0.0,0.6671271678892632,-0.326073518484299,0.48877265711718715,0.8688811901757043,4.714038883890725,7.893484566695916
same_well_masked,tr00004,3762,2203,0.335207190794915,0.8749964724672268,0.11856259427799874,2.5737917396449514,0.9901646024790731,0.2553539582704791,True,1.2411218599170923,1.3520356573509957,0.9179653311428091,0.9933861508882464,0.10097521789892279,0.07468384236016423,-1.056886187791738,-1.0,-0.05688618779173793,1.3001283354739854,1.13358023885786,0.06448505834467136,TVT+Z,-0.11516813001184634,221.6758949050399,3760.814669383509,17.717630178220332,-101.55768817885586,0.1260624986101675,17739.094652885924,0.0007932573215864735,0.3339294623208827,0.011106622282285261,0.0037088284069246523,0.585759171449458,True,0.027056807051909892,1.0,201.0,0.006813507286651088,1.3695149646168687,12.0,279.75,70.0,0.5,0.019564499494526696,0.08622890784689825,True,0.2,1.311686911361965,0.23587829928405926,True,,0.8749964724672268,0.6401764557571306,0.5112224442526908,0.009078529278256923,7.147384285844714e-05,-0.0012481462746054973,-0.0012338668486106198,True,1.0115729067613386,0.9999999999999982,0.0,1.221157270200079,0.9760322542334733,0.7992682663008316,1.554053926016511,1.515549249274672,2.7463459739201177
same_well_masked,tr00005,1455,1878,0.17327798545080442,0.9999781693461206,0.0008104476189354597,0.8630803383856765,0.970808988061036,0.1476127893534601,True,0.5170026176293573,0.34666231225690547,1.491372437527087,0.9798007652931036,0.07355435444530135,0.21217868757187394,-0.6686350460179331,-1.0,0.3313649539820669,2.9257753623383884,2.915873153388276,0.9662181732900503,TVT+Z,0.02916918128508461,282.3717052237566,1453.9532900688523,5.020622940214477,-166.0641090511371,0.007158544907902353,1025.647633607088,0.013969319363996657,0.009578832383577165,0.00968882897745188,9.28076687681569e-05,1.2915920171369153,True,0.09038572251007485,1.0,201.0,0.006779461843236412,1.3626718304905188,12.0,279.75,70.0,0.5,0.01946674043557884,0.19971462446869295,True,0.2,1.3157537407383788,0.6583310342149947,True,,0.9999781693461206,0.8184461710772984,0.22839177316557735,0.09371671991480299,-0.0011315656988193047,-0.000910155614844336,-0.0008047854449522365,True,1.1309295173676421,2.95,0.0,0.3823550900628309,-0.08307748511580981,0.21727835531667178,0.10380751250578693,1.277319093860312,2.3857693716343062
same_well_masked,tr00006,445,1877,0.5474502921468469,0.9999877838065877,0.0019199128382759929,0.6773762860730106,0.9916121320660187,0.062247892365535365,False,0.6117728689913109,0.07074026024130284,8.648156889789295,0.9974286103399864,0.03112741316968565,0.4400240126839597,-0.10629925786705775,-1.0,0.8937007421329423,10.033178336621319,10.055840347929717,8.986911981715172,TVT+Z,0.008375651740568979,1360.9614607727578,443.9982916579097,0.2828128329768925,12.812547019457279,3.964712836479478e-06,29.274566323616853,25.222507688298656,0.9642189094531841,0.03058528015452716,0.029490905475918296,4.226669560585529,True,0.13336508692545845,1.0,201.0,0.006899060047576455,1.3867110695628675,12.0,279.75,70.0,0.5,0.019810158136612393,0.02579810158853827,True,0.2,1.2775521918480353,0.044033057731997234,True,,0.9999877838065877,0.9574968620062484,0.9415954862868818,0.0,0.0010958661417682881,0.00035274118062030187,0.0004946016049653517,True,0.7131824423517842,2.549999999999997,0.0,0.36982912133978824,0.13636503578584128,0.3687244403356572,0.1697274281048525,1.0103180286188118,1.7243715538752937
same_well_masked,tr00007,2091,2683,0.18946332374406616,0.9997107746042287,0.0032244461850123238,5.052173352576501,0.7080387513618858,2.731823390720257,False,2.6040769420123726,2.4492772909255516,1.063202174641616,0.7257046233306343,1.3648182623656646,0.5572330529590288,-0.9396749980930681,-1.0,0.06032500190693191,6.241487220385748,4.501548556073422,0.27155592522927574,TVT+Z,0.291672023242343,151.99981507328886,2089.727633161427,15.482504438426101,-30.937780276871813,0.05691441452870549,3044.834039549617,0.001757024135767289,0.013515869714275784,0.012616521655514745,0.00017052326294327632,1.283829042314843,True,0.0,1.0,201.0,0.006995429773428374,1.4060813844591031,12.0,279.75,70.0,0.5,0.02008687692084433,0.3751009832753889,False,0.3751009832753889,1.3118333748754958,0.984140098164363,True,,0.9997107746042287,0.9482859611704485,0.8825532596468575,0.0,0.0006967079411300275,0.0018541459477400127,0.003211837992154037,True,0.5772850163269037,10.32,0.0,2.1714401908377936,0.9136285272004164,0.4207477281922818,0.23663233608849618,2.168984358608072,3.815780289506878
same_well_masked,tr00008,1996,1991,0.635890991257895,0.9999267308016171,0.0054471584880147845,4.044580256203621,0.944182099120157,0.9562838617680336,True,2.3322584978946397,1.7152445014678777,1.3597236405064885,0.9577501078057836,0.4797512399266428,0.27969845670170035,-0.7332695233275537,-1.0,0.2667304766724463,4.240923109005936,3.7378007158147213,0.9969853666358717,TVT+Z,0.055744631681460044,209.35726578828152,1994.8668933970607,11.365756188105951,-173.46365367155133,0.03623172498745575,2648.31171430702,0.0027600121174087707,0.028617092406519537,0.0047908347882818225,0.00013709976184062938,0.9980397271962136,True,0.07293409166945466,1.0,201.0,0.006811909117537596,1.3691937326250567,12.0,279.75,70.0,0.5,0.01955991046607224,0.6583807023411482,False,0.6583807023411482,2.425563239304551,0.9739887579890134,True,,0.9999267308016171,0.8838087443865292,0.6204310643852715,0.0,0.0008502945391221868,-0.00237080324455101,-0.002856432582575589,True,0.8299874672390495,3.96,0.0,1.5211997377567592,-1.4334241548356823,0.9422984498731801,0.21895334796003277,2.8162267842885105,3.890641006134649
same_well_masked,tr00009,2140,1473,0.9878068527291245,0.9920720513814915,0.08801507708377883,1.3103482641279474,0.9883803813765313,0.1413472294474253,False,1.1467497713592507,0.17706619578106303,6.47639017882991,0.992838740810591,0.09711090111925696,0.5484440476675267,-0.1409183355426871,-1.0,0.8590816644573129,0.933915667735647,0.7995417961912921,0.6868716970752049,TVT+Z,0.003691670004960179,494.10197564371344,2138.9430637607547,5.180827029350008,8.246254463633129,0.007233453072544194,3264.2779830317127,0.01382465594192725,1.0348662880012742,0.007755786018655009,0.00802620148765769,0.6885610873175825,True,0.10892646480534801,1.0,201.0,0.006779966105753488,1.362773187256451,12.0,279.75,70.0,0.5,0.01946818838937787,0.07958826727745642,True,0.2,1.80522830130297,0.30691219221954913,True,,0.9920720513814915,0.7568664463406326,0.6816857746063507,0.0,-0.0017305755457102025,0.00024656873362693976,0.0002581794953670863,True,0.955028335137002,3.34,0.0,0.5300950382228442,-0.4607815603247026,0.8692432999740638,0.8057256075813279,0.8590352735098031,1.291030805801494
